Date,temp,wind,humidity,barometer,Weather_Label,Elec_kW
2/5/2016,9.46,15.22,0.83,1022.00,0,17
2/6/2016,10.25,22.00,0.72,1006.95,2,14
2/7/2016,9.26,25.91,0.67,998.40,97,11
2/8/2016,8.81,35.02,0.71,991.60,97,20
2/9/2016,5.24,20.76,0.81,989.49,97,20
2/10/2016,4.89,17.26,0.82,994.13,97,18
2/11/2016,4.67,11.07,0.80,1004.47,97,16
2/12/2016,3.70,12.39,0.78,998.70,97,16
2/13/2016,1.02,11.57,0.85,988.40,2,16
2/14/2016,2.36,11.27,0.86,990.73,15,19
2/15/2016,3.43,16.15,0.70,1018.19,97,18
2/16/2016,0.22,5.00,0.74,1034.63,2,15
2/17/2016,-0.16,5.67,0.75,1020.62,97,15
2/18/2016,2.11,10.78,0.76,1014.33,97,11
2/19/2016,4.42,12.18,0.75,1018.71,97,15
2/20/2016,8.75,24.89,0.83,1010.48,0,16
2/21/2016,11.47,32.40,0.83,1011.14,0,16
2/22/2016,7.70,17.91,0.85,1008.35,9,16
2/23/2016,5.63,13.44,0.78,1014.27,97,19
2/24/2016,3.37,5.49,0.69,1017.44,2,22
2/25/2016,2.13,6.92,0.82,1014.97,2,12
2/26/2016,2.95,7.37,0.75,1012.09,2,12
2/27/2016,3.24,15.04,0.61,1009.73,2,19
2/28/2016,3.31,19.88,0.59,1017.83,2,6
2/29/2016,3.40,13.93,0.64,1024.05,97,17
3/1/2016,2.65,16.22,0.83,1015.26,2,17
3/2/2016,6.33,23.63,0.77,998.48,122,19
3/3/2016,4.29,11.89,0.76,1001.40,122,16
3/4/2016,3.73,13.07,0.82,994.20,2,15
3/5/2016,2.04,4.20,0.80,996.07,97,19
3/6/2016,4.48,15.37,0.81,1000.39,122,9
3/7/2016,2.89,6.31,0.82,1005.31,2,18
3/8/2016,4.28,9.47,0.77,1014.47,97,14
3/9/2016,5.43,21.48,0.62,1004.10,97,10
3/10/2016,5.17,8.60,0.66,1017.98,2,16
3/11/2016,5.40,10.07,0.74,1027.30,16,16
3/12/2016,4.58,7.84,0.73,1030.20,2,15
3/13/2016,4.44,15.38,0.70,1033.20,2,15
3/14/2016,4.29,16.09,0.64,1031.87,2,7
3/15/2016,5.43,11.72,0.75,1027.87,2,17
3/16/2016,5.49,18.88,0.64,1027.77,2,17
3/17/2016,6.07,11.93,0.62,1027.96,2,16
3/18/2016,4.95,9.66,0.83,1023.95,96,11
3/19/2016,6.43,10.73,0.71,1023.34,96,10
3/20/2016,6.98,10.77,0.74,1021.90,96,13
3/21/2016,8.09,13.30,0.72,1020.51,96,13
3/22/2016,8.12,13.79,0.77,1016.02,2,18
3/23/2016,7.98,13.70,0.81,1014.23,0,19
3/24/2016,8.33,12.56,0.73,1014.40,96,18
3/25/2016,7.53,16.82,0.80,1013.58,56,10
3/26/2016,9.09,19.35,0.70,1012.15,97,10
3/27/2016,9.73,21.46,0.70,1006.07,122,19
3/28/2016,10.07,29.63,0.64,996.72,122,13
3/29/2016,8.82,21.77,0.67,1005.61,97,7
3/30/2016,9.74,16.70,0.65,1009.26,97,4
4/1/2016,8.31,8.86,0.68,1020.00,2,10
4/2/2016,10.57,9.48,0.70,1015.41,96,17
4/3/2016,16.11,12.85,0.66,1008.26,97,10
4/4/2016,13.45,13.27,0.72,1005.14,97,6
4/5/2016,11.02,10.09,0.78,1007.14,2,14
4/6/2016,9.45,21.84,0.76,1008.93,96,13
4/7/2016,7.40,15.67,0.74,1009.02,2,14
4/8/2016,7.96,8.44,0.75,1011.47,97,17
4/9/2016,9.68,12.36,0.63,1007.05,2,5
4/10/2016,10.71,11.50,0.69,1009.83,97,5
4/11/2016,13.87,17.09,0.60,1007.93,2,4
4/12/2016,12.45,11.20,0.59,1008.58,97,9
4/13/2016,9.95,7.79,0.72,1008.84,2,0
4/14/2016,10.43,8.33,0.70,1011.12,97,4
4/15/2016,11.84,16.91,0.75,1002.56,97,-2
4/16/2016,9.74,19.40,0.71,1001.60,0,9
4/17/2016,7.67,14.50,0.67,1012.93,97,11
4/18/2016,8.60,13.28,0.62,1021.70,97,15
4/19/2016,10.45,14.30,0.63,1026.95,97,13
4/20/2016,9.60,13.25,0.61,1029.93,97,12
4/21/2016,12.55,13.31,0.57,1023.31,97,10
4/22/2016,10.57,15.41,0.63,1019.43,97,0
4/23/2016,7.44,18.23,0.64,1016.41,122,5
4/24/2016,5.49,16.90,0.72,1016.27,97,8
4/25/2016,5.51,15.26,0.81,1008.58,97,7
4/26/2016,5.17,24.12,0.72,1002.57,97,7
4/27/2016,5.88,21.86,0.76,1007.60,122,8
4/28/2016,5.83,8.28,0.73,1014.25,122,4
4/29/2016,7.98,15.80,0.70,1012.89,2,2
4/30/2016,8.60,11.51,0.68,1019.00,97,1
5/1/2016,9.57,12.37,0.59,1027.09,97,3
5/2/2016,11.87,10.07,0.56,1023.51,97,14
5/3/2016,11.02,16.29,0.62,1023.98,97,5
5/4/2016,10.06,7.09,0.62,1028.28,2,9
5/5/2016,13.13,11.49,0.49,1022.47,176,-1
5/6/2016,16.81,10.58,0.55,1012.71,97,7
5/7/2016,19.08,7.19,0.52,1009.31,2,9
5/8/2016,20.23,14.26,0.47,1009.38,176,10
5/9/2016,20.06,16.02,0.50,1010.30,176,9
5/10/2016,17.56,11.13,0.80,1008.35,97,3
5/11/2016,19.13,9.04,0.67,1003.67,97,1
5/12/2016,19.69,11.50,0.56,999.44,97,-4
5/13/2016,18.08,14.88,0.59,1003.94,97,4
5/14/2016,9.77,20.73,0.60,1015.27,97,4
5/15/2016,9.49,16.64,0.65,1021.02,97,4
5/16/2016,10.43,9.21,0.60,1020.87,97,-2
5/17/2016,13.02,9.17,0.64,1017.13,2,0
5/18/2016,14.65,13.04,0.64,1008.33,97,8
5/19/2016,14.08,9.29,0.64,1010.56,97,-6
5/20/2016,14.87,15.26,0.72,1016.46,97,9
5/21/2016,18.33,14.44,0.67,1013.33,97,0
5/22/2016,15.92,9.69,0.83,1006.88,52,0
5/23/2016,12.23,21.33,0.81,1013.35,66,-15
5/24/2016,12.06,15.79,0.69,1018.19,96,0
5/25/2016,12.17,6.06,0.72,1015.79,97,-1
5/26/2016,15.69,6.77,0.68,1015.75,97,-2
5/27/2016,17.38,10.44,0.73,1014.94,2,14
5/28/2016,17.52,7.59,0.73,1013.20,97,7
5/29/2016,17.13,11.44,0.80,1007.90,2,5
5/30/2016,14.49,17.49,0.87,1005.93,9,2
6/1/2016,15.92,13.44,0.84,1014.27,16,7
6/2/2016,15.06,16.79,0.83,1012.57,16,3
6/3/2016,14.88,10.85,0.83,1013.31,16,-10
6/4/2016,15.54,11.35,0.84,1014.38,16,-4
6/5/2016,18.69,7.60,0.75,1017.48,16,-11
6/6/2016,20.40,8.92,0.67,1020.25,97,-8
6/7/2016,21.77,10.40,0.67,1020.85,97,-13
6/8/2016,18.98,12.71,0.67,1021.40,97,-8
6/9/2016,16.50,12.54,0.60,1020.38,97,-5
6/10/2016,17.06,5.65,0.62,1014.23,176,-12
6/11/2016,18.02,9.08,0.71,1010.52,2,-4
6/12/2016,18.10,8.35,0.74,1008.44,2,4
6/13/2016,16.08,13.19,0.80,1002.02,122,-3
6/14/2016,16.08,14.83,0.72,998.98,97,-7
6/15/2016,14.98,8.98,0.75,998.90,97,-12
6/16/2016,14.56,5.90,0.75,1002.04,97,-5
6/17/2016,15.71,7.69,0.76,1006.44,97,1
6/18/2016,14.73,15.92,0.79,1016.33,122,0
6/19/2016,15.38,10.88,0.68,1023.88,97,5
6/20/2016,16.04,16.52,0.80,1017.25,97,0
6/21/2016,17.54,10.75,0.83,1017.90,90,-7
6/22/2016,20.48,9.40,0.74,1021.02,97,-2
6/23/2016,22.92,9.56,0.77,1016.90,97,-3
6/24/2016,20.43,11.13,0.73,1017.55,97,8
6/25/2016,16.00,9.96,0.73,1016.67,97,3
6/26/2016,14.63,11.48,0.79,1017.31,97,1
6/27/2016,15.69,13.77,0.79,1017.81,96,-4
6/28/2016,17.79,11.13,0.69,1015.79,97,-6
6/29/2016,16.31,15.56,0.71,1011.38,97,-7
6/30/2016,17.02,14.25,0.78,1011.46,0,-6
7/1/2016,17.35,14.77,0.80,1011.69,0,7
7/2/2016,15.50,19.38,0.64,1014.10,97,12
7/3/2016,16.13,13.69,0.66,1019.33,97,9
7/4/2016,17.54,6.54,0.68,1019.19,2,9
7/5/2016,16.93,16.64,0.72,1016.36,2,10
7/6/2016,16.83,9.44,0.65,1021.27,97,2
7/7/2016,17.79,6.44,0.66,1020.60,97,0
7/8/2016,19.58,14.50,0.64,1016.31,97,2
7/9/2016,20.58,13.25,0.65,1018.67,97,-8
7/10/2016,22.19,13.02,0.63,1011.29,97,-6
7/11/2016,19.29,20.04,0.62,1010.25,97,-20
7/12/2016,16.79,10.79,0.73,1012.56,97,-17
7/13/2016,14.79,13.12,0.73,1014.51,2,-7
7/14/2016,15.67,13.41,0.68,1021.02,122,-2
7/15/2016,16.81,10.10,0.66,1025.54,2,0
7/16/2016,19.67,11.31,0.69,1024.47,97,7
7/17/2016,21.18,11.96,0.70,1021.91,97,-6
7/18/2016,22.36,6.93,0.64,1021.39,2,-1
7/19/2016,24.69,7.71,0.58,1019.31,97,10
7/20/2016,26.06,12.27,0.58,1012.52,176,-2
7/21/2016,22.08,11.85,0.67,1014.94,97,4
7/22/2016,21.13,9.85,0.75,1016.73,96,-3
7/23/2016,21.33,12.60,0.79,1018.73,16,8
7/24/2016,21.00,8.94,0.70,1019.71,97,8
7/25/2016,20.50,11.73,0.72,1019.21,97,-11
7/26/2016,19.13,6.60,0.68,1020.56,97,-6
7/27/2016,18.63,14.17,0.73,1017.58,97,-12
7/28/2016,19.81,12.77,0.70,1014.77,97,5
7/29/2016,18.98,15.25,0.73,1012.33,97,-4
7/30/2016,18.25,11.54,0.72,1012.79,97,6
8/1/2016,17.21,10.40,0.66,1018.58,97,-8
8/2/2016,16.58,14.00,0.86,1013.38,7,2
8/3/2016,18.28,16.85,0.86,1010.47,7,10
8/4/2016,17.65,16.31,0.70,1010.90,97,1
8/5/2016,17.38,12.51,0.72,1018.38,97,-10
8/6/2016,17.54,12.00,0.70,1025.94,2,-9
8/7/2016,18.92,14.96,0.73,1025.42,96,-10
8/8/2016,18.33,17.83,0.63,1020.52,97,-4
8/9/2016,15.52,12.40,0.65,1022.33,97,-14
8/10/2016,13.81,8.65,0.70,1022.79,97,-6
8/11/2016,13.50,12.79,0.80,1022.02,2,-2
8/12/2016,19.46,14.42,0.74,1022.79,97,-7
8/13/2016,18.79,12.81,0.68,1022.46,97,-2
8/14/2016,18.00,7.25,0.73,1023.63,97,-5
8/15/2016,18.00,10.71,0.63,1023.79,97,-11
8/16/2016,18.00,12.58,0.66,1018.63,97,-11
8/17/2016,19.04,11.68,0.61,1013.09,97,-2
8/18/2016,19.08,6.50,0.59,1009.67,2,-17
8/19/2016,18.79,9.04,0.73,1008.88,2,-8
8/20/2016,18.96,16.02,0.65,1010.98,97,-2
8/21/2016,16.62,19.41,0.74,1015.51,0,-3
8/22/2016,18.77,14.85,0.71,1024.02,97,-11
8/23/2016,20.71,6.75,0.66,1024.96,2,-5
8/24/2016,24.02,8.35,0.62,1019.83,2,1
8/25/2016,24.98,6.96,0.64,1014.90,2,0
8/26/2016,23.94,9.79,0.68,1016.13,2,-1
8/27/2016,23.35,10.71,0.72,1016.35,97,-5
8/28/2016,21.94,15.13,0.66,1013.58,2,-1
8/29/2016,18.81,11.13,0.72,1019.73,97,-13
8/30/2016,17.69,5.10,0.65,1024.88,2,3
9/1/2016,18.81,10.25,0.71,1022.48,97,9
9/2/2016,17.13,10.65,0.73,1020.31,97,0
9/3/2016,18.33,10.75,0.72,1017.23,97,0
9/4/2016,18.90,19.52,0.73,1012.25,97,-12
9/5/2016,18.92,10.29,0.74,1019.44,97,3
9/6/2016,19.52,5.69,0.79,1024.56,96,10
9/7/2016,19.98,6.60,0.65,1019.54,97,0
9/8/2016,20.33,11.31,0.66,1011.92,2,0
9/9/2016,17.80,8.24,0.69,1017.63,97,4
9/10/2016,19.40,9.06,0.61,1015.56,2,-14
9/11/2016,19.58,6.67,0.77,1016.96,2,-2
9/12/2016,22.63,6.00,0.66,1015.60,2,-1
9/13/2016,23.63,7.79,0.63,1012.15,2,-7
9/14/2016,23.55,7.00,0.65,1011.51,2,-20
9/15/2016,21.44,10.25,0.67,1009.98,97,10
9/16/2016,17.79,13.38,0.73,1011.90,97,-8
9/17/2016,17.85,9.71,0.76,1015.46,97,-8
9/18/2016,17.90,11.29,0.76,1017.55,97,2
9/19/2016,16.49,6.96,0.65,1019.66,97,-15
9/20/2016,15.17,4.33,0.69,1019.10,2,-10
9/21/2016,14.85,4.29,0.74,1019.10,2,-12
9/22/2016,15.77,5.96,0.69,1020.42,2,-12
9/23/2016,15.83,6.98,0.69,1024.25,97,6
9/24/2016,16.21,9.98,0.65,1022.04,2,-9
9/25/2016,15.58,12.15,0.71,1017.15,2,1
9/26/2016,13.67,6.40,0.74,1023.67,2,-7
9/27/2016,14.29,7.58,0.66,1025.44,97,-11
9/28/2016,19.04,16.43,0.61,1024.36,97,-10
9/29/2016,16.48,18.81,0.77,1017.10,96,-9
9/30/2016,14.90,11.60,0.74,1013.85,97,-4
10/1/2016,13.75,10.69,0.78,1008.65,2,-2
10/2/2016,12.46,16.65,0.78,1011.54,2,-6
10/3/2016,14.33,12.58,0.74,1025.25,2,-2
10/4/2016,12.52,11.33,0.80,1031.65,2,-8
10/5/2016,10.63,17.00,0.66,1031.33,2,-8
10/6/2016,9.25,13.56,0.70,1025.15,96,-7
10/7/2016,11.52,11.07,0.77,1021.61,0,1
10/8/2016,11.19,9.45,0.71,1023.98,97,-3
10/9/2016,9.74,5.20,0.69,1025.96,2,0
10/10/2016,10.35,6.65,0.70,1023.54,97,2
10/11/2016,8.09,5.79,0.71,1021.77,2,4
10/12/2016,9.46,12.88,0.78,1019.65,96,-11
10/13/2016,9.04,18.27,0.72,1014.25,2,-5
10/14/2016,10.08,12.79,0.73,1006.79,2,-8
10/15/2016,12.06,12.36,0.79,1009.66,2,-4
10/16/2016,13.47,10.87,0.73,1017.23,2,6
10/17/2016,12.81,8.50,0.80,1020.40,2,-5
10/18/2016,10.96,13.90,0.83,1019.63,2,-6
10/19/2016,9.77,15.65,0.83,1015.52,97,-6
10/20/2016,9.88,10.96,0.82,1014.81,122,0
10/21/2016,7.71,6.06,0.82,1016.15,16,0
10/22/2016,8.43,7.77,0.80,1014.45,2,0
10/23/2016,4.04,7.65,0.87,1012.83,16,1
10/24/2016,8.15,7.38,0.84,1012.27,16,4
10/25/2016,9.81,4.64,0.83,1022.45,16,1
10/26/2016,8.85,5.54,0.79,1028.69,16,0
10/27/2016,11.35,11.71,0.84,1031.96,16,4
10/28/2016,13.17,12.31,0.80,1033.23,96,3
10/29/2016,12.50,4.94,0.81,1034.23,16,-2
10/30/2016,9.84,3.96,0.80,1030.90,16,7
11/1/2016,9.40,6.77,0.83,1021.60,16,5
11/2/2016,8.77,13.08,0.77,1020.67,97,3
11/3/2016,8.27,8.77,0.80,1021.10,2,1
11/4/2016,7.79,12.44,0.77,1011.58,2,9
11/5/2016,7.73,14.40,0.81,1001.48,97,7
11/6/2016,6.21,16.50,0.84,1000.50,97,5
11/7/2016,5.35,7.52,0.85,1006.19,97,9
11/8/2016,3.83,8.83,0.81,1009.25,2,9
11/9/2016,3.92,9.94,0.87,1000.75,52,9
11/10/2016,7.25,14.60,0.82,1004.85,97,0
11/11/2016,3.87,10.74,0.79,1018.55,97,6
11/12/2016,1.42,8.38,0.85,1022.31,34,13
11/13/2016,4.98,7.79,0.89,1024.46,16,4
11/14/2016,4.41,10.15,0.89,1030.72,16,3
11/15/2016,10.07,13.22,0.89,1024.82,16,11
11/16/2016,12.83,17.92,0.85,1015.79,97,11
11/17/2016,10.67,20.35,0.83,1003.65,97,9
11/18/2016,5.98,15.33,0.82,997.73,97,4
11/19/2016,6.29,16.92,0.76,1004.08,97,13
11/20/2016,10.00,26.42,0.69,993.60,2,5
11/21/2016,12.33,17.06,0.82,996.65,2,4
11/22/2016,11.19,19.35,0.75,1006.96,2,4
11/23/2016,9.23,8.63,0.90,1016.29,2,13
11/24/2016,8.47,20.53,0.80,1020.13,2,10
11/25/2016,4.63,16.23,0.76,1019.92,2,9
11/26/2016,3.75,5.29,0.85,1019.90,96,6
11/27/2016,5.92,7.83,0.83,1021.96,97,6
11/28/2016,1.92,12.50,0.77,1029.83,2,12
11/29/2016,-1.06,6.88,0.75,1033.96,2,13
11/30/2016,0.49,9.02,0.75,1033.19,2,15
12/1/2016,4.88,12.79,0.89,1028.00,96,8
12/2/2016,7.67,8.83,0.89,1024.38,2,11
12/3/2016,1.91,7.06,0.89,1025.81,2,13
12/4/2016,-0.28,9.81,0.80,1025.55,2,9
12/5/2016,-0.63,4.25,0.85,1025.88,2,11
12/6/2016,0.34,4.57,0.93,1029.32,34,6
12/7/2016,6.63,12.21,0.75,1029.81,2,9
12/8/2016,8.10,16.25,0.67,1028.35,2,12
12/9/2016,9.33,13.52,0.80,1027.81,2,10
12/10/2016,7.51,14.57,0.90,1023.19,16,11
12/11/2016,8.52,17.67,0.86,1021.70,2,13
12/12/2016,6.71,9.77,0.87,1025.31,16,16
12/13/2016,6.66,9.98,0.92,1023.32,16,14
12/14/2016,6.09,6.22,0.92,1023.02,16,13
12/15/2016,3.11,8.72,0.95,1023.51,16,14
12/16/2016,4.85,6.24,0.93,1026.80,2,16
12/17/2016,6.21,6.55,0.89,1036.89,16,7
12/18/2016,7.04,8.04,0.96,1035.87,16,16
12/19/2016,5.75,8.10,0.88,1027.85,97,13
12/20/2016,0.62,6.34,0.89,1023.06,2,13
12/21/2016,4.83,17.89,0.80,1024.34,2,16
12/22/2016,6.33,11.33,0.93,1027.96,96,13
12/23/2016,6.11,18.94,0.86,1030.28,97,14
12/24/2016,8.02,19.87,0.83,1025.96,2,14
12/25/2016,9.94,21.52,0.90,1024.94,95,11
12/26/2016,8.20,20.18,0.80,1029.40,2,12
12/27/2016,5.06,10.02,0.85,1041.85,2,15
12/28/2016,1.71,7.40,0.97,1044.54,16,13
12/29/2016,-1.21,7.21,0.97,1039.68,34,14
12/30/2016,-1.55,6.30,0.93,1037.00,34,11
1/1/2017,-1.29,13.88,0.93,1020.35,34,10
1/2/2017,2.46,8.02,0.88,1024.10,97,13
1/3/2017,3.11,16.28,0.85,1024.98,97,15
1/4/2017,5.76,22.11,0.79,1019.17,97,10
1/5/2017,2.21,9.96,0.76,1031.68,97,12
1/6/2017,-2.73,6.90,0.77,1039.15,2,11
1/7/2017,-0.72,12.21,0.91,1031.91,38,17
1/8/2017,4.28,4.28,0.96,1031.35,16,14
1/9/2017,5.13,15.42,0.93,1022.10,16,13
1/10/2017,5.48,12.69,0.92,1009.52,97,16
1/11/2017,7.23,22.40,0.81,1008.79,97,11
1/12/2017,5.33,18.29,0.81,1003.63,2,15
1/13/2017,3.21,26.19,0.84,1000.35,97,16
1/14/2017,2.63,18.04,0.86,1014.35,97,12
1/15/2017,1.69,8.08,0.91,1021.35,2,14
1/16/2017,0.92,6.71,0.90,1027.54,16,14
1/17/2017,-2.29,7.85,0.85,1036.94,34,14
1/18/2017,-2.79,9.15,0.88,1038.83,34,19
1/19/2017,-1.29,8.94,0.75,1036.73,2,14
1/20/2017,-0.06,9.27,0.64,1033.73,2,11
1/21/2017,-1.25,6.08,0.72,1029.02,2,11
1/22/2017,-2.41,3.37,0.81,1027.17,2,16
1/23/2017,1.75,6.13,0.87,1027.35,16,15
1/24/2017,0.94,6.02,0.96,1028.52,16,21
1/25/2017,-1.10,8.46,0.83,1029.35,34,11
1/26/2017,-2.93,9.89,0.79,1023.50,2,11
1/27/2017,0.67,10.89,0.76,1015.87,2,16
1/28/2017,7.60,14.54,0.68,1015.04,2,18
1/29/2017,5.25,15.31,0.86,1017.23,2,13
1/30/2017,6.29,16.65,0.90,1011.15,97,15
2/1/2017,4.96,11.71,0.92,1012.60,16,14
2/2/2017,10.06,14.77,0.81,1004.83,2,11
2/3/2017,9.48,14.85,0.77,1001.19,97,14
2/4/2017,5.33,11.35,0.91,998.56,2,18
2/5/2017,5.46,11.54,0.88,1002.46,16,15
2/6/2017,5.60,6.04,0.78,1016.91,97,14
2/7/2017,5.00,7.67,0.92,1015.75,15,19
2/8/2017,2.98,10.27,0.94,1022.52,16,17
2/9/2017,0.68,11.60,0.87,1026.53,16,6
2/10/2017,-1.17,10.46,0.85,1021.79,34,15
2/11/2017,0.21,9.40,0.90,1019.91,71,15
2/12/2017,3.13,12.48,0.90,1023.23,16,14
2/13/2017,3.94,19.94,0.75,1025.48,2,11
2/14/2017,5.02,11.71,0.69,1027.38,2,18
2/15/2017,7.38,8.19,0.75,1031.00,2,17
2/16/2017,8.53,10.06,0.84,1029.74,2,14
2/17/2017,7.43,12.49,0.88,1027.00,2,13
2/18/2017,6.85,5.91,0.80,1026.36,16,15
2/19/2017,6.37,12.26,0.86,1022.35,16,16
2/20/2017,9.52,17.46,0.92,1017.85,15,22
2/21/2017,10.63,16.44,0.91,1015.46,97,11
2/22/2017,10.21,27.13,0.91,1008.54,52,17
2/23/2017,9.27,35.31,0.79,998.08,122,14
2/24/2017,5.63,16.44,0.79,1013.67,97,14
2/25/2017,6.04,16.48,0.72,1017.94,2,9
2/26/2017,9.04,19.92,0.79,1010.44,0,13
2/27/2017,9.62,24.04,0.73,996.89,97,10
2/28/2017,5.15,21.92,0.76,990.44,97,12
3/1/2017,6.98,17.29,0.83,998.54,97,14
3/2/2017,7.74,26.87,0.63,1008.04,96,13
3/3/2017,6.85,11.90,0.76,1004.46,2,16
3/4/2017,10.02,13.25,0.81,992.35,2,18
3/5/2017,6.90,19.92,0.82,996.38,97,9
3/6/2017,6.62,16.68,0.87,1001.17,0,15
3/7/2017,7.00,13.70,0.81,1015.30,122,13
3/8/2017,7.87,15.53,0.91,1014.74,2,11
3/9/2017,10.51,16.45,0.84,1019.66,16,15
3/10/2017,5.92,7.23,0.76,1027.40,2,13
3/11/2017,7.08,6.35,0.70,1020.69,2,13
3/12/2017,9.00,6.10,0.63,1014.44,2,13
3/13/2017,8.09,11.00,0.79,1025.45,2,14
3/14/2017,8.98,10.63,0.82,1032.15,97,15
3/15/2017,11.42,7.69,0.74,1031.92,97,12
3/16/2017,10.60,7.27,0.72,1023.42,2,13
3/17/2017,9.48,19.44,0.66,1016.04,97,13
3/18/2017,10.81,21.65,0.91,1008.44,52,21
3/19/2017,11.58,24.17,0.84,1009.58,0,12
3/20/2017,10.77,22.04,0.83,1007.19,96,16
3/21/2017,9.06,16.81,0.64,1009.85,97,14
3/22/2017,6.49,13.43,0.65,1012.47,2,15
3/23/2017,9.04,15.74,0.68,1015.17,2,9
3/24/2017,9.20,17.59,0.71,1026.61,2,10
3/25/2017,10.11,19.60,0.52,1027.38,2,10
3/26/2017,9.48,13.71,0.67,1023.79,2,8
3/27/2017,10.74,8.78,0.59,1021.93,2,10
3/28/2017,12.13,9.58,0.61,1021.00,97,10
3/29/2017,13.32,14.55,0.70,1024.27,2,15
3/30/2017,16.24,11.86,0.58,1022.60,2,17
4/1/2017,10.98,7.34,0.88,1011.96,2,14
4/2/2017,11.24,9.13,0.76,1019.84,2,15
4/3/2017,8.60,4.65,0.87,1026.56,16,10
4/4/2017,9.52,8.07,0.77,1024.43,2,7
4/5/2017,9.77,16.02,0.76,1027.30,2,12
4/6/2017,8.84,9.91,0.71,1029.02,2,14
4/7/2017,9.13,9.47,0.78,1026.11,96,14
4/8/2017,11.10,4.81,0.68,1024.81,97,11
4/9/2017,12.67,5.80,0.64,1022.15,16,13
4/10/2017,11.50,17.48,0.65,1022.11,2,13
4/11/2017,9.86,9.86,0.69,1025.86,2,11
4/12/2017,10.02,18.09,0.73,1018.22,96,13
4/13/2017,10.23,16.21,0.66,1016.30,97,14
4/14/2017,9.09,9.23,0.68,1016.64,2,12
4/15/2017,9.95,18.00,0.69,1016.00,2,8
4/16/2017,9.00,16.78,0.64,1020.11,122,15
4/17/2017,8.26,16.33,0.72,1019.37,97,8
4/18/2017,6.42,9.19,0.71,1026.88,97,3
4/19/2017,5.02,13.16,0.56,1035.56,97,3
4/20/2017,5.89,4.15,0.55,1036.20,2,3
4/21/2017,10.79,12.47,0.66,1030.36,96,3
4/22/2017,9.70,15.02,0.68,1026.83,122,7
4/23/2017,7.94,8.71,0.63,1026.31,97,-1
4/24/2017,9.34,13.64,0.64,1015.70,97,-2
4/25/2017,7.38,19.26,0.62,1009.85,97,6
4/26/2017,6.75,11.15,0.65,1013.15,97,16
4/27/2017,6.70,11.11,0.66,1016.89,122,10
4/28/2017,8.40,13.15,0.71,1015.10,122,13
4/29/2017,8.38,7.16,0.67,1017.29,2,1
4/30/2017,12.24,18.61,0.51,1007.72,2,1
5/1/2017,12.07,14.16,0.61,1008.98,2,1
5/2/2017,9.37,6.89,0.85,1016.87,2,-2
5/3/2017,10.26,9.00,0.84,1018.67,0,-3
5/4/2017,11.59,14.07,0.82,1018.87,97,-2
5/5/2017,9.54,12.43,0.83,1019.96,96,-5
5/6/2017,13.77,14.34,0.69,1011.09,16,-1
5/7/2017,11.61,15.93,0.79,1016.09,2,3
5/8/2017,10.47,15.04,0.71,1020.94,0,-7
5/9/2017,9.88,10.38,0.60,1020.69,97,8
5/10/2017,11.40,6.54,0.57,1009.27,97,0
5/11/2017,14.36,9.40,0.68,998.13,2,-2
5/12/2017,16.28,13.06,0.77,1000.00,97,-4
5/13/2017,15.28,12.72,0.77,1009.68,97,-1
5/14/2017,14.63,12.31,0.68,1019.92,2,1
5/15/2017,15.44,8.69,0.62,1027.85,97,6
5/16/2017,21.88,11.40,0.54,1025.92,97,7
5/17/2017,23.21,9.92,0.55,1017.02,97,-6
5/18/2017,17.38,12.85,0.81,1010.62,0,-11
5/19/2017,13.04,14.13,0.82,1010.72,97,2
5/20/2017,13.24,12.65,0.69,1019.93,2,5
5/21/2017,14.72,6.83,0.64,1025.26,97,2
5/22/2017,18.29,7.15,0.55,1018.15,97,-9
5/23/2017,17.89,12.60,0.61,1019.02,97,8
5/24/2017,17.98,13.67,0.67,1024.44,97,-1
5/25/2017,18.85,8.91,0.64,1024.00,97,2
5/26/2017,21.02,14.70,0.58,1020.16,97,-4
5/27/2017,22.77,13.79,0.57,1016.23,97,-8
5/28/2017,21.96,7.02,0.64,1017.62,97,-4
5/29/2017,22.82,14.09,0.64,1012.09,97,-8
5/30/2017,19.45,15.55,0.68,1015.19,96,10
6/1/2017,19.50,6.25,0.56,1021.40,97,2
6/2/2017,21.80,7.83,0.47,1016.39,97,3
6/3/2017,20.21,14.15,0.66,1013.21,97,0
6/4/2017,16.96,15.94,0.57,1015.71,97,-9
6/5/2017,17.48,13.80,0.53,1012.22,97,-2
6/6/2017,15.61,26.85,0.64,999.91,122,-5
6/7/2017,15.04,26.34,0.60,1010.64,97,-2
6/8/2017,18.75,16.42,0.59,1013.77,97,-1
6/9/2017,17.83,18.04,0.66,1011.98,97,-6
6/10/2017,19.28,12.06,0.57,1018.62,97,6
6/11/2017,22.09,13.30,0.58,1015.37,97,10
6/12/2017,16.44,19.25,0.63,1017.08,97,-2
6/13/2017,17.40,9.50,0.64,1019.58,97,1
6/14/2017,19.32,8.04,0.60,1018.23,97,2
6/15/2017,21.77,14.98,0.55,1014.13,97,-3
6/16/2017,17.53,18.55,0.61,1021.72,122,9
6/17/2017,19.87,12.74,0.64,1026.11,122,-1
6/18/2017,22.19,6.58,0.64,1024.21,97,-9
6/19/2017,24.90,6.56,0.54,1019.17,97,-12
6/20/2017,25.47,10.60,0.60,1016.83,97,-2
6/21/2017,24.49,9.77,0.54,1016.04,97,-4
